title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
Angel Eyes,29715606.0,24174218.0,81.4,5541388.0,18.6,2001,,angel eyes
The Pledge,29419291.0,19733089.0,67.1,9686202.0,32.9,2001,,the pledge
Baby Boy,29381649.0,28734552.0,97.8,647097.0,2.2,2001,,baby boy
Heist,28510652.0,23510841.0,82.5,4999811.0,17.5,2001,,heist
The Tailor of Panama,28008462.0,13729742.0,49.0,14278720.0,51.0,2001,,the tailor of panama
The Brothers,27958191.0,27457409.0,98.2,500782.0,1.8000000000000003,2001,,the brothers
The Last Castle,27642707.0,18244060.0,66.0,9398647.0,34.0,2001,,the last castle
Saving Silverman,26086706.0,19402030.0,74.4,6684676.0,25.6,2001,,saving silverman
Corky Romano,25272752.0,23980304.0,94.9,1292448.0,5.1,2001,,corky romano
The Shipping News,24690441.0,11434216.0,46.3,13256225.0,53.7,2001,,the shipping news
Joe Somebody,24516772.0,22771646.0,92.9,1745126.0,7.1,2001,,joe somebody
Nowhere in Africa,24322180.0,6180200.0,25.4,18141980.0,74.6,2001,,nowhere in africa
Tanguy,24272365.0,0.0,0.0,24272365.0,100.0,2001,,tanguy
Life as a House,23903791.0,15667270.0,65.5,8236521.0,34.5,2001,,life as a house
The Glass House,23619609.0,18150259.0,76.8,5469350.0,23.2,2001,,the glass house
Tomcats,23430766.0,13558739.0,57.9,9872027.0,42.1,2001,,tomcats
Kingdom Come,23396049.0,23249649.0,99.4,146400.0,0.6,2001,,kingdom come
Two Can Play That Game,22391450.0,22235901.0,99.3,155549.0,0.7,2001,,two can play that game
Winged Migration,21493351.0,924651.0,4.3,20568700.0,95.7,2001,,winged migration
Amores Perros,20908467.0,5408467.0,25.900000000000002,15500000.0,74.1,2001,,amores perros
Mulholland Drive,20117339.0,7220243.0,35.9,12897096.0,64.1,2001,,mulholland drive
Himalaya 2001 Re0release,19960881.0,2487878.0,12.5,17473003.0,87.5,2001,,himalaya 2001 re0release
Crazy/Beautiful,19937988.0,16937988.0,85.0,3000000.0,15.0,2001,,crazy/beautiful
Get Over It,19900366.0,11576464.0,58.20000000000001,8323902.0,41.8,2001,,get over it
Summer Catch,19772447.0,19753553.0,99.9,18894.0,,2001,,summer catch
Shackleton's Antarctic Adventure,19613216.0,15553324.0,79.3,4059892.0,20.7,2001,,shackleton's antarctic adventure
Rock Star,19334145.0,17008282.0,88.0,2325863.0,12.0,2001,,rock star
O,19260537.0,16025437.0,83.2,3235100.0,16.8,2001,,o
The Man Who Wasn't There,18916623.0,7504257.0,39.7,11412366.0,60.3,2001,,the man who wasn't there
The Curse of the Jade Scorpion,18914307.0,7517191.0,39.7,11397116.0,60.3,2001,,the curse of the jade scorpion
3000 Miles to Graceland,18720175.0,15749959.0,84.1,2970216.0,15.9,2001,,3000 miles to graceland
Max Keeble's Big Move,18634654.0,17294293.0,92.8,1340361.0,7.200000000000001,2001,,max keeble's big move
"Godzilla, Mothra and King Ghidorah: Giant Monsters All0Out Attack",18623382.0,0.0,0.0,18623382.0,100.0,2001,,"godzilla, mothra and king ghidorah: giant monsters all0out attack"
Antitrust,18195610.0,11328094.0,62.3,6867516.0,37.7,2001,,antitrust
Jason X,16951798.0,13121555.0,77.4,3830243.0,22.6,2001,,jason x
Sugar & Spice,16908947.0,13305101.0,78.7,3603846.0,21.3,2001,,sugar & spice
Just Visiting,16176732.0,4781539.0,29.600000000000005,11395193.0,70.4,2001,,just visiting
Iris,16153953.0,5594617.0,34.6,10559336.0,65.4,2001,,iris
Lantana,15747450.0,4623189.0,29.4,11124261.0,70.6,2001,,lantana
Enigma 2001 Re0release,15705007.0,4301582.0,27.399999999999995,11403425.0,72.6,2001,,enigma 2001 re0release
With a Friend Like Harry...,15472186.0,3830441.0,24.8,11641745.0,75.2,2001,,with a friend like harry...
Brother,15250594.0,450594.0,3.0,14800000.0,97.0,2001,,brother
Josie and the Pussycats,14866015.0,14271015.0,96.0,595000.0,4.0,2001,,josie and the pussycats
Out Cold,14782676.0,13906394.0,94.1,876282.0,5.9,2001,,out cold
Iron Monkey,14694904.0,14694904.0,100.0,0.0,0.0,2001,,iron monkey
Together,14572229.0,1034829.0,7.1,13537400.0,92.9,2001,,together
Freddy Got Fingered,14333252.0,14254993.0,99.5,78259.0,0.5,2001,,freddy got fingered
Osmosis Jones,14026418.0,13596911.0,96.9,429507.0,3.1,2001,,osmosis jones
Ghosts of Mars,14010832.0,8709640.0,62.2,5301192.0,37.8,2001,,ghosts of mars
American Outlaws,13678913.0,13342790.0,97.5,336123.0,2.5,2001,,american outlaws
One Night at McCool's,13473370.0,6290673.0,46.7,7182697.0,53.29999999999999,2001,,one night at mccool's
Vidocq,13240767.0,0.0,0.0,13240767.0,100.0,2001,,vidocq
Head Over Heels,13127022.0,10424470.0,79.4,2702552.0,20.6,2001,,head over heels
Formula 51,12881605.0,5204007.0,40.4,7677598.0,59.599999999999994,2001,,formula 51
The Girl from Paris,12812396.0,183266.0,1.4,12629130.0,98.6,2001,,the girl from paris
Apocalypse Now Redux,12543269.0,4626290.0,36.9,7916979.0,63.1,2001,,apocalypse now redux
Say It Isn't So,12320393.0,5520393.0,44.8,6800000.0,55.2,2001,,say it isn't so
The Son's Room,11767402.0,1016340.0,8.6,10751062.0,91.4,2001,,the son's room
Les rois mages,11702020.0,0.0,0.0,11702020.0,100.0,2001,,les rois mages
The Experiment,11455141.0,0.0,0.0,11455141.0,100.0,2001,,the experiment
Kabhi Khushi Kabhie Gham...,11329690.0,2902000.0,25.6,8427690.0,74.4,2001,,kabhi khushi kabhie gham...
The Little Polar Bear,11243547.0,0.0,0.0,11243547.0,100.0,2001,,the little polar bear
Inuyasha the Movie: Affections Touching Across Time,10539779.0,0.0,0.0,10539779.0,100.0,2001,,inuyasha the movie: affections touching across time
Town & Country,10372291.0,6719973.0,64.8,3652318.0,35.2,2001,,town & country
Wasabi,10366360.0,97220.0,0.9000000000000001,10269140.0,99.1,2001,,wasabi
The Wash,10229331.0,10097538.0,98.7,131793.0,1.3,2001,,the wash
Sexy Beast,10045677.0,6946056.0,69.1,3099621.0,30.9,2001,,sexy beast
Girls on Top,10038662.0,0.0,0.0,10038662.0,100.0,2001,,girls on top
The Deep End,10031529.0,8823109.0,88.0,1208420.0,12.0,2001,,the deep end
Mad Love,9306362.0,280046.0,3.0,9026316.0,97.0,2001,,mad love
Kandahar,8914751.0,1418314.0,15.9,7496437.0,84.1,2001,,kandahar
Son of the Bride,8772695.0,624757.0,7.1,8147938.0,92.9,2001,,son of the bride
Ghost World,8764007.0,6217849.0,70.9,2546158.0,29.100000000000005,2001,,ghost world
The Forsaken,8704851.0,7288451.0,83.7,1416400.0,16.3,2001,,the forsaken
Tini: The New Life of Violetta,8678476.0,0.0,0.0,8678476.0,100.0,2001,,tini: the new life of violetta
The Prince and the Pirate,8579972.0,0.0,0.0,8579972.0,100.0,2001,,the prince and the pirate
Bones,8378853.0,7316658.0,87.3,1062195.0,12.7,2001,,bones
Merry Christmas,8228560.0,0.0,0.0,8228560.0,100.0,2001,,merry christmas
The Hole,7644361.0,0.0,0.0,7644361.0,100.0,2001,,the hole
Sex and LucÃ­a,7640680.0,1594779.0,20.9,6045901.0,79.1,2001,,sex and lucã­a
Monkeybone,7622365.0,5411999.0,71.0,2210366.0,28.999999999999996,2001,,monkeybone
Mean Machine,7310206.0,92770.0,1.3,7217436.0,98.7,2001,,mean machine
The Slurb,6854681.0,0.0,0.0,6854681.0,100.0,2001,,the slurb
China: The Panda Adventure,6784985.0,3921642.0,57.8,2863343.0,42.2,2001,,china: the panda adventure
The Road Home,6780490.0,1280490.0,18.9,5500000.0,81.1,2001,,the road home
The Piano Teacher,6749315.0,1012069.0,15.0,5737246.0,85.0,2001,,the piano teacher
Under the Sand,6531687.0,1452698.0,22.2,5078989.0,77.8,2001,,under the sand
The Devil's Backbone,6459020.0,755249.0,11.7,5703771.0,88.3,2001,,the devil's backbone
Megiddo: The Omega Code 2,6047691.0,6047691.0,100.0,0.0,0.0,2001,,megiddo: the omega code 2
Chaos,6042938.0,0.0,0.0,6042938.0,100.0,2001,,chaos
Tom Thumb,5867304.0,0.0,0.0,5867304.0,100.0,2001,,tom thumb
The Golden Bowl,5753678.0,3050532.0,53.0,2703146.0,47.0,2001,,the golden bowl
A Fish Tale,5595327.0,563911.0,10.1,5031416.0,89.9,2001,,a fish tale
Made,5480653.0,5313300.0,96.9,167353.0,3.1,2001,,made
Read My Lips,5393526.0,1471911.0,27.3,3921615.0,72.7,2001,,read my lips
Charlotte Gray,5323109.0,741394.0,13.900000000000002,4581715.0,86.1,2001,,charlotte gray
The Lord of the Rings: The Two Towers,923015234.0,339789881.0,36.8,583225353.0,63.2,2002,,the lord of the rings: the two towers
Harry Potter and the Chamber of Secrets,878979634.0,261988482.0,29.799999999999997,616991152.0,70.2,2002,,harry potter and the chamber of secrets
Spider0Man,821708551.0,403706375.0,49.1,418002176.0,50.9,2002,,spider0man
Star Wars: Episode II 0 Attack of the Clones,645256452.0,302191252.0,46.8,343065200.0,53.2,2002,,star wars: episode ii 0 attack of the clones
Men in Black II,441818803.0,190418803.0,43.1,251400000.0,56.89999999999999,2002,,men in black ii
Die Another Day,431971116.0,160942139.0,37.3,271028977.0,62.7,2002,,die another day
Signs,408247917.0,227966634.0,55.8,180281283.0,44.2,2002,,signs
Ice Age,383257136.0,176387405.0,46.0,206869731.0,54.0,2002,,ice age
My Big Fat Greek Wedding,368744044.0,241438208.0,65.5,127305836.0,34.5,2002,,my big fat greek wedding
Minority Report,358372926.0,132072926.0,36.9,226300000.0,63.1,2002,,minority report
Catch Me If You Can,352114312.0,164615351.0,46.8,187498961.0,53.2,2002,,catch me if you can
Chicago,306776732.0,170687518.0,55.60000000000001,136089214.0,44.4,2002,,chicago
Austin Powers in Goldmember,296938801.0,213307889.0,71.8,83630912.0,28.199999999999996,2002,,austin powers in goldmember
xXx,277448382.0,142109382.0,51.2,135339000.0,48.8,2002,,xxx
Scooby0Doo,275650703.0,153294164.0,55.60000000000001,122356539.0,44.4,2002,,scooby0doo
Lilo & Stitch,273144151.0,145794338.0,53.400000000000006,127349813.0,46.6,2002,,lilo & stitch
The Ring,249348933.0,129128133.0,51.800000000000004,120220800.0,48.2,2002,,the ring
8 Mile,242875078.0,116750901.0,48.1,126124177.0,51.9,2002,,8 mile
The Bourne Identity,214034224.0,121661683.0,56.8,92372541.0,43.2,2002,,the bourne identity
Red Dragon,209196298.0,93149898.0,44.5,116046400.0,55.50000000000001,2002,,red dragon
Two Weeks Notice,199043242.0,93354851.0,46.9,105688391.0,53.1,2002,,two weeks notice
Panic Room,196397415.0,96397334.0,49.1,100000081.0,50.9,2002,,panic room
The Sum of All Fears,193921372.0,118907036.0,61.3,75014336.0,38.7,2002,,the sum of all fears
Gangs of New York,193772504.0,77812000.0,40.2,115960504.0,59.8,2002,,gangs of new york
Road to Perdition,181001478.0,104454762.0,57.70000000000001,76546716.0,42.3,2002,,road to perdition
Sweet Home Alabama,180622424.0,127223418.0,70.4,53399006.0,29.600000000000005,2002,,sweet home alabama
The Scorpion King,178799308.0,91047077.0,50.9,87752231.0,49.1,2002,,the scorpion king
Hero,177395557.0,53710019.0,30.3,123685538.0,69.7,2002,,hero
The Santa Clause 2,172855065.0,139236327.0,80.6,33618738.0,19.4,2002,,the santa clause 2
Mr. Deeds,171269535.0,126293452.0,73.7,44976083.0,26.3,2002,,mr. deeds
Stuart Little 2,169956806.0,64956806.0,38.2,105000000.0,61.8,2002,,stuart little 2
Blade II,155010032.0,82348319.0,53.1,72661713.0,46.9,2002,,blade ii
Maid in Manhattan,154906693.0,94011225.0,60.699999999999996,60895468.0,39.3,2002,,maid in manhattan
About a Boy,130549455.0,41385278.0,31.7,89164177.0,68.3,2002,,about a boy
Space Station 3D,128363881.0,93383953.0,72.7,34979928.0,27.3,2002,,space station 3d
The Time Machine,123729176.0,56832494.0,45.9,66896682.0,54.1,2002,,the time machine
Spirit: Stallion of the Cimarron,122563539.0,73280117.0,59.8,49283422.0,40.2,2002,,spirit: stallion of the cimarron
The Pianist,120072577.0,32572577.0,27.1,87500000.0,72.9,2002,,the pianist
Spy Kids 2: Island of Lost Dreams,119723358.0,85846429.0,71.7,33876929.0,28.300000000000004,2002,,spy kids 2: island of lost dreams
Unfaithful,119137784.0,52775765.0,44.3,66362019.0,55.7,2002,,unfaithful
Snow Dogs,115035090.0,81172560.0,70.6,33862530.0,29.4,2002,,snow dogs
We Were Soldiers,114660784.0,78122718.0,68.1,36538066.0,31.900000000000002,2002,,we were soldiers
Insomnia,113714830.0,67355513.0,59.20000000000001,46359317.0,40.8,2002,,insomnia
Return to Never Land,109862682.0,48430258.0,44.1,61432424.0,55.89999999999999,2002,,return to never land
Treasure Planet,109578115.0,38176783.0,34.8,71401332.0,65.2,2002,,treasure planet
The Hours,108846072.0,41675994.0,38.3,67170078.0,61.7,2002,,the hours
Asterix & Obelix: Mission Cleopatra,108012365.0,0.0,0.0,108012365.0,100.0,2002,,asterix & obelix: mission cleopatra
About Schmidt,105834556.0,65016287.0,61.4,40818269.0,38.6,2002,,about schmidt
The Tuxedo,104391623.0,50547998.0,48.4,53843625.0,51.6,2002,,the tuxedo
Resident Evil,102984862.0,40119709.0,39.0,62865153.0,61.0,2002,,resident evil
John Q,102244770.0,71756802.0,70.2,30487968.0,29.799999999999997,2002,,john q
40 Days and 40 Nights,95146283.0,37950822.0,39.9,57195461.0,60.099999999999994,2002,,40 days and 40 nights
Changing Lanes,94935764.0,66818548.0,70.4,28117216.0,29.600000000000005,2002,,changing lanes
28 Days Later,82719885.0,45064915.0,54.50000000000001,37654970.0,45.5,2002,,28 days later
Reign of Fire,82150183.0,43061982.0,52.400000000000006,39088201.0,47.6,2002,,reign of fire
The Rookie,80693537.0,75600072.0,93.7,5093465.0,6.3,2002,,the rookie
Jackass: The Movie,79493831.0,64255312.0,80.8,15238519.0,19.2,2002,,jackass: the movie
Collateral Damage,78382433.0,40077257.0,51.1,38305176.0,48.9,2002,,collateral damage
Showtime,77741732.0,38082712.0,49.0,39659020.0,51.0,2002,,showtime
Windtalkers,77628265.0,40914068.0,52.7,36714197.0,47.3,2002,,windtalkers
Barbershop,77063924.0,75782105.0,98.3,1281819.0,1.7000000000000002,2002,,barbershop
Bend It Like Beckham,76583333.0,32543449.0,42.5,44039884.0,57.49999999999999,2002,,bend it like beckham
The Count of Monte Cristo,75395048.0,54234062.0,71.9,21160986.0,28.1,2002,,the count of monte cristo
Divine Secrets of the Ya0Ya Sisterhood,73839240.0,69599016.0,94.3,4240224.0,5.7,2002,,divine secrets of the ya0ya sisterhood
E.T. the Extra0Terrestrial 20th Anniversary,69177751.0,35306015.0,51.0,33871736.0,49.0,2002,,e.t. the extra0terrestrial 20th anniversary
The Sweetest Thing,68696770.0,24718164.0,36.0,43978606.0,64.0,2002,,the sweetest thing
Ghost Ship,68349884.0,30113491.0,44.1,38236393.0,55.89999999999999,2002,,ghost ship
Star Trek: Nemesis,67336470.0,43254409.0,64.2,24082061.0,35.8,2002,,star trek: nemesis
Bad Company,65977295.0,30160161.0,45.7,35817134.0,54.29999999999999,2002,,bad company
K019: The Widowmaker,65716126.0,35168966.0,53.5,30547160.0,46.5,2002,,k019: the widowmaker
High Crimes,63781810.0,41543917.0,65.1,22237893.0,34.9,2002,,high crimes
Like Mike,62274780.0,51432760.0,82.6,10842020.0,17.4,2002,,like mike
Crossroads,61141030.0,37191304.0,60.8,23949726.0,39.2,2002,,crossroads
The Wild Thornberrys,60694737.0,40108697.0,66.1,20586040.0,33.9,2002,,the wild thornberrys
